origin,destination,count,cat,year
pl,au,57,Neg,2018
pl,au,43,Neg,2016
pl,au,28,Neg,2019
pl,be,51,Neg,2019
pl,be,30,Neg,2018
pl,be,22,Neg,2017
pl,be,10,Neg,2016
pl,be,8,Neg,2015
pl,ca,51,Neg,2016
pl,ca,50,Neg,2017
pl,ca,33,Neg,2019
pl,ca,27,Neg,2018
pl,ca,16,Neg,2015
pl,ch,160,Neg,2015
pl,ch,155,Neg,2016
pl,ch,141,Neg,2018
pl,ch,121,Neg,2017
pl,ch,117,Neg,2019
pl,cn,8,Neg,2015
pl,cz,51,Neg,2018
pl,cz,38,Neg,2017
pl,cz,21,Neg,2019
pl,cz,10,Neg,2016
pl,de,290,Neg,2015
pl,de,220,Neg,2019
pl,de,197,Neg,2016
pl,de,163,Neg,2018
pl,de,99,Neg,2017
pl,dk,15,Neg,2015
pl,dk,13,Neg,2019
pl,dk,12,Neg,2017
pl,dk,9,Neg,2016
pl,es,79,Neg,2017
pl,es,78,Neg,2018
pl,es,54,Neg,2016
pl,es,52,Neg,2019
pl,es,31,Neg,2015
pl,fi,5,Neg,2015
pl,fi,4,Neg,2019
pl,fr,49,Neg,2019
pl,fr,29,Neg,2018
pl,gb,648,Neg,2015
pl,gb,387,Neg,2016
pl,hu,1,Neg,2015
pl,ie,37,Neg,2015
pl,in,149,Neg,2015
pl,jp,11,Neg,2018
pl,jp,6,Neg,2015
pl,jp,5,Neg,2019
pl,jp,4,Neg,2016
pl,jp,2,Neg,2017
pl,kr,2,Neg,2018
pl,lu,49,Neg,2017
pl,lu,41,Neg,2018
pl,lu,40,Neg,2015
pl,lu,39,Neg,2016
pl,lu,39,Neg,2019
pl,mt,26,Neg,2016
pl,mt,20,Neg,2015
pl,mt,15,Neg,2017
pl,mt,11,Neg,2019
pl,mt,10,Neg,2018
pl,ng,136,Neg,2015
pl,ng,62,Neg,2016
pl,ng,27,Neg,2018
pl,ng,20,Neg,2017
pl,nl,110,Neg,2019
pl,nl,82,Neg,2018
pl,nl,64,Neg,2017
pl,nl,60,Neg,2015
pl,nl,52,Neg,2016
pl,no,63,Neg,2015
pl,no,25,Neg,2018
pl,no,15,Neg,2019
pl,no,6,Neg,2017
pl,nz,19,Neg,2015
pl,nz,9,Neg,2017
pl,nz,8,Neg,2016
pl,nz,5,Neg,2019
pl,nz,1,Neg,2018
pl,pt,6,Neg,2019
pl,pt,5,Neg,2018
pl,qa,8,Neg,2015
pl,sa,13,Neg,2015
pl,sa,2,Neg,2019
pl,se,47,Neg,2019
pl,se,46,Neg,2018
pl,se,43,Neg,2016
pl,se,40,Neg,2017
pl,se,7,Neg,2015
pl,sg,10,Neg,2019
pl,sg,9,Neg,2016
pl,sg,8,Neg,2018
pl,sk,7,Neg,2019
pl,th,5,Neg,2015
pl,th,3,Neg,2017
pl,th,3,Neg,2018
pl,us,207,Neg,2019
pl,za,19,Neg,2015
pl,za,18,Neg,2016
pl,za,2,Neg,2018
pl,za,1,Neg,2017
pl,ae,6,Pos,2018
pl,bg,12,Pos,2015
pl,bg,8,Pos,2017
pl,bg,5,Pos,2016
pl,bg,1,Pos,2018
pl,bg,1,Pos,2019
pl,br,91,Pos,2019
pl,br,87,Pos,2018
pl,br,85,Pos,2017
pl,br,80,Pos,2016
pl,br,37,Pos,2015
pl,by,131,Pos,2018
pl,by,106,Pos,2019
pl,by,97,Pos,2017
pl,by,91,Pos,2016
pl,by,51,Pos,2015
pl,cn,16,Pos,2019
pl,cn,15,Pos,2017
pl,cn,13,Pos,2018
pl,cn,11,Pos,2016
pl,cz,0,Pos,2015
pl,dk,7,Pos,2018
pl,eg,21,Pos,2017
pl,eg,19,Pos,2016
pl,eg,19,Pos,2019
pl,eg,14,Pos,2015
pl,eg,12,Pos,2018
pl,fi,26,Pos,2016
pl,fi,8,Pos,2018
pl,fi,4,Pos,2017
pl,fr,65,Pos,2015
pl,fr,44,Pos,2016
pl,fr,10,Pos,2017
pl,gb,95,Pos,2019
pl,gb,73,Pos,2018
pl,gb,36,Pos,2017
pl,gr,21,Pos,2015
pl,gr,19,Pos,2017
pl,gr,16,Pos,2018
pl,gr,12,Pos,2016
pl,gr,6,Pos,2019
pl,hr,11,Pos,2015
pl,hr,10,Pos,2016
pl,hr,8,Pos,2017
pl,hr,4,Pos,2019
pl,hr,2,Pos,2018
pl,hu,26,Pos,2016
pl,hu,1,Pos,2017
pl,hu,1,Pos,2018
pl,hu,0,Pos,2019
pl,ie,66,Pos,2018
pl,ie,52,Pos,2019
pl,ie,30,Pos,2017
pl,ie,7,Pos,2016
pl,in,239,Pos,2018
pl,in,217,Pos,2019
pl,in,149,Pos,2017
pl,in,2,Pos,2016
pl,it,90,Pos,2015
pl,it,63,Pos,2017
pl,it,61,Pos,2018
pl,it,57,Pos,2016
pl,it,30,Pos,2019
pl,kr,9,Pos,2015
pl,kr,2,Pos,2017
pl,kr,1,Pos,2019
pl,kr,0,Pos,2016
pl,lt,8,Pos,2015
pl,lt,7,Pos,2017
pl,lt,5,Pos,2016
pl,lt,5,Pos,2018
pl,lt,1,Pos,2019
pl,mx,15,Pos,2019
pl,mx,12,Pos,2016
pl,mx,10,Pos,2018
pl,mx,9,Pos,2017
pl,mx,7,Pos,2015
pl,ng,2,Pos,2019
pl,no,19,Pos,2016
pl,pt,22,Pos,2015
pl,pt,13,Pos,2016
pl,pt,10,Pos,2017
pl,qa,6,Pos,2018
pl,qa,4,Pos,2019
pl,qa,3,Pos,2017
pl,qa,1,Pos,2016
pl,ro,22,Pos,2016
pl,ro,19,Pos,2015
pl,ro,12,Pos,2018
pl,ro,9,Pos,2017
pl,ro,8,Pos,2019
pl,sa,3,Pos,2016
pl,sa,3,Pos,2017
pl,sa,3,Pos,2018
pl,sg,8,Pos,2017
pl,sg,3,Pos,2015
pl,sk,6,Pos,2018
pl,sk,5,Pos,2015
pl,sk,5,Pos,2016
pl,sk,0,Pos,2017
pl,th,5,Pos,2019
pl,th,0,Pos,2016
pl,tr,110,Pos,2017
pl,tr,89,Pos,2018
pl,tr,72,Pos,2019
pl,tr,71,Pos,2016
pl,tr,30,Pos,2015
pl,ua,742,Pos,2015
pl,ua,717,Pos,2016
pl,ua,494,Pos,2017
pl,ua,468,Pos,2019
pl,ua,409,Pos,2018
pl,us,252,Pos,2015
pl,us,119,Pos,2016
pl,us,89,Pos,2018
pl,us,35,Pos,2017
pl,za,13,Pos,2019
pr,do,7,Neg,2017
pr,do,2,Neg,2018
pr,es,55,Neg,2017
pr,es,12,Neg,2018
pr,es,8,Neg,2019
pr,mx,5,Neg,2018
pr,us,3742,Neg,2017
pr,us,3701,Neg,2015
pr,us,3468,Neg,2018
pr,us,1937,Neg,2016
pr,us,1599,Neg,2019
pr,do,42,Pos,2019
pr,do,21,Pos,2015
pr,do,2,Pos,2016
pr,es,75,Pos,2015
pr,es,28,Pos,2016
pr,mx,52,Pos,2015
pr,mx,24,Pos,2016
pr,mx,18,Pos,2017
pr,mx,1,Pos,2019
ps,ae,1747,Neg,2015
ps,ae,1260,Neg,2016
ps,ae,976,Neg,2019
ps,ae,928,Neg,2018
ps,ae,844,Neg,2017
ps,de,291,Neg,2016
ps,de,253,Neg,2018
ps,de,233,Neg,2019
ps,de,230,Neg,2017
ps,de,129,Neg,2015
ps,gb,385,Neg,2017
ps,gb,117,Neg,2019
ps,gb,102,Neg,2016
ps,gb,100,Neg,2018
ps,jo,323,Neg,2015
ps,jo,270,Neg,2016
ps,jo,127,Neg,2018
ps,jo,39,Neg,2019
ps,jo,12,Neg,2017
ps,sa,702,Neg,2015
ps,sa,481,Neg,2016
ps,sa,121,Neg,2019
ps,sa,47,Neg,2018
ps,sa,19,Neg,2017
ps,us,465,Neg,2017
ps,us,449,Neg,2019
ps,us,422,Neg,2018
ps,us,146,Neg,2016
ps,gb,92,Pos,2015
ps,il,2338,Pos,2015
ps,il,2004,Pos,2016
ps,il,776,Pos,2017
ps,il,464,Pos,2018
ps,il,376,Pos,2019
ps,us,1146,Pos,2015
pt,ae,66,Neg,2015
pt,ae,20,Neg,2016
pt,ae,3,Neg,2017
pt,ao,269,Neg,2015
pt,at,12,Neg,2018
pt,at,10,Neg,2015
pt,at,6,Neg,2019
pt,at,2,Neg,2017
pt,au,30,Neg,2016
pt,au,28,Neg,2015
pt,au,1,Neg,2017
pt,be,73,Neg,2016
pt,be,65,Neg,2015
pt,be,65,Neg,2019
pt,be,46,Neg,2018
pt,be,43,Neg,2017
pt,ca,30,Neg,2016
pt,ca,15,Neg,2017
pt,ca,11,Neg,2015
pt,ch,185,Neg,2016
pt,ch,153,Neg,2015
pt,ch,108,Neg,2017
pt,ch,66,Neg,2019
pt,ch,62,Neg,2018
pt,cl,6,Neg,2015
pt,cn,5,Neg,2016
pt,co,3,Neg,2015
pt,cz,15,Neg,2018
pt,cz,12,Neg,2015
pt,cz,10,Neg,2017
pt,cz,7,Neg,2016
pt,cz,3,Neg,2019
pt,de,140,Neg,2015
pt,de,123,Neg,2016
pt,de,120,Neg,2018
pt,de,83,Neg,2017
pt,de,80,Neg,2019
pt,dk,32,Neg,2016
pt,dk,26,Neg,2015
pt,dk,21,Neg,2017
pt,dk,17,Neg,2018
pt,dk,13,Neg,2019
pt,es,136,Neg,2016
pt,es,95,Neg,2019
pt,es,83,Neg,2017
pt,es,77,Neg,2015
pt,es,71,Neg,2018
pt,fi,7,Neg,2015
pt,fi,3,Neg,2019
pt,fr,88,Neg,2015
pt,fr,19,Neg,2016
pt,fr,19,Neg,2018
pt,fr,17,Neg,2019
pt,fr,3,Neg,2017
pt,gb,950,Neg,2015
pt,gb,761,Neg,2016
pt,gb,347,Neg,2017
pt,gb,257,Neg,2018
pt,gb,233,Neg,2019
pt,hu,5,Neg,2016
pt,hu,2,Neg,2018
pt,ie,68,Neg,2015
pt,ie,55,Neg,2016
pt,lu,69,Neg,2019
pt,lu,55,Neg,2018
pt,lu,49,Neg,2016
pt,lu,44,Neg,2017
pt,lu,36,Neg,2015
pt,mx,4,Neg,2016
pt,mz,68,Neg,2015
pt,nl,110,Neg,2019
pt,nl,84,Neg,2018
pt,nl,74,Neg,2017
pt,nl,62,Neg,2015
pt,nl,40,Neg,2016
pt,no,32,Neg,2015
pt,no,17,Neg,2018
pt,no,12,Neg,2019
pt,pl,19,Neg,2015
pt,pl,12,Neg,2016
pt,pl,10,Neg,2017
pt,qa,17,Neg,2016
pt,qa,16,Neg,2015
pt,qa,3,Neg,2018
pt,ro,2,Neg,2019
pt,sa,13,Neg,2015
pt,sa,12,Neg,2016
pt,sa,1,Neg,2019
pt,se,22,Neg,2016
pt,se,19,Neg,2015
pt,se,8,Neg,2018
pt,se,8,Neg,2019
pt,sg,2,Neg,2015
pt,sg,2,Neg,2016
pt,ae,33,Pos,2019
pt,ae,32,Pos,2018
pt,ao,178,Pos,2017
pt,ao,161,Pos,2018
pt,ao,155,Pos,2019
pt,ao,148,Pos,2016
pt,at,1,Pos,2016
pt,au,15,Pos,2019
pt,au,0,Pos,2018
pt,br,4021,Pos,2019
pt,br,3647,Pos,2018
pt,br,1994,Pos,2017
pt,br,982,Pos,2016
pt,br,562,Pos,2015
pt,ca,12,Pos,2018
pt,ca,9,Pos,2019
pt,cl,14,Pos,2019
pt,cl,7,Pos,2016
pt,cl,4,Pos,2018
pt,cl,3,Pos,2017
pt,cn,13,Pos,2019
pt,cn,4,Pos,2017
pt,cn,3,Pos,2015
pt,cn,1,Pos,2018
pt,co,26,Pos,2019
pt,co,18,Pos,2018
pt,co,13,Pos,2016
pt,co,13,Pos,2017
pt,fi,6,Pos,2016
pt,fi,6,Pos,2017
pt,fi,4,Pos,2018
pt,hu,8,Pos,2017
pt,hu,8,Pos,2019
pt,hu,3,Pos,2015
pt,ie,47,Pos,2018
pt,ie,34,Pos,2019
pt,ie,7,Pos,2017
pt,in,62,Pos,2019
pt,in,37,Pos,2018
pt,in,28,Pos,2016
pt,in,26,Pos,2017
pt,in,18,Pos,2015
pt,it,106,Pos,2018
pt,it,93,Pos,2019
pt,it,76,Pos,2017
pt,it,41,Pos,2016
pt,it,18,Pos,2015
pt,mx,22,Pos,2018
pt,mx,20,Pos,2019
pt,mx,3,Pos,2015
pt,mx,3,Pos,2017
pt,mz,68,Pos,2017
pt,mz,55,Pos,2018
pt,mz,47,Pos,2019
pt,mz,9,Pos,2016
pt,no,8,Pos,2016
pt,no,0,Pos,2017
pt,pl,7,Pos,2019
pt,pl,5,Pos,2018
pt,qa,9,Pos,2019
pt,qa,4,Pos,2017
pt,ro,9,Pos,2018
pt,ro,5,Pos,2015
pt,ro,3,Pos,2016
pt,ro,2,Pos,2017
pt,sa,8,Pos,2018
pt,sa,5,Pos,2017
pt,se,7,Pos,2017
pt,sg,9,Pos,2019
pt,sg,5,Pos,2017
pt,sg,0,Pos,2018
pt,tr,26,Pos,2018
pt,tr,16,Pos,2019
pt,tr,13,Pos,2017
pt,tr,7,Pos,2015
pt,tr,6,Pos,2016
pt,us,139,Pos,2018
pt,us,120,Pos,2017
pt,us,95,Pos,2019
pt,us,68,Pos,2016
pt,us,66,Pos,2015
pt,ve,184,Pos,2018
pt,ve,149,Pos,2019
pt,ve,121,Pos,2017
pt,ve,70,Pos,2016
pt,ve,43,Pos,2015
pt,za,43,Pos,2019
pt,za,33,Pos,2018
pt,za,16,Pos,2017
pt,za,14,Pos,2016
pt,za,7,Pos,2015
py,ar,1828,Neg,2018
py,ar,556,Neg,2019
py,ar,412,Neg,2017
py,es,119,Neg,2019
py,ar,248,Pos,2015
py,ar,210,Pos,2016
py,br,509,Pos,2018
py,br,307,Pos,2016
py,br,295,Pos,2017
py,br,257,Pos,2015
py,br,212,Pos,2019
py,es,184,Pos,2015
py,es,39,Pos,2016
py,es,20,Pos,2017
py,es,17,Pos,2018
py,us,913,Pos,2015
py,us,498,Pos,2016
py,us,248,Pos,2017
py,us,196,Pos,2018
py,us,98,Pos,2019
qa,ae,1445,Neg,2016
qa,ae,1374,Neg,2017
qa,ae,1248,Neg,2015
qa,ae,427,Neg,2018
qa,au,624,Neg,2018
qa,au,513,Neg,2017
qa,au,473,Neg,2019
qa,au,354,Neg,2016
qa,au,68,Neg,2015
qa,be,24,Neg,2019
qa,be,18,Neg,2017
qa,be,16,Neg,2018
qa,bh,124,Neg,2018
qa,bh,81,Neg,2017
qa,bh,43,Neg,2019
qa,ca,704,Neg,2018
qa,ca,664,Neg,2019
qa,ca,621,Neg,2017
qa,ca,488,Neg,2016
qa,ca,212,Neg,2015
qa,ch,23,Neg,2018
qa,ch,18,Neg,2017
qa,ch,17,Neg,2016
qa,cn,35,Neg,2018
qa,cn,18,Neg,2017
qa,cn,11,Neg,2016
qa,cn,7,Neg,2015
qa,cn,6,Neg,2019
qa,de,127,Neg,2017
qa,de,119,Neg,2018
qa,de,116,Neg,2016
qa,de,111,Neg,2019
qa,dk,129,Neg,2016
qa,dk,119,Neg,2017
qa,dk,53,Neg,2018
qa,dk,29,Neg,2019
qa,eg,874,Neg,2019
qa,eg,552,Neg,2018
qa,es,81,Neg,2018
qa,es,76,Neg,2017
qa,es,52,Neg,2019
qa,es,11,Neg,2016
qa,fr,147,Neg,2017
qa,fr,103,Neg,2019
qa,fr,55,Neg,2018
qa,gb,434,Neg,2018
qa,gb,308,Neg,2017
qa,gb,134,Neg,2016
qa,gb,94,Neg,2019
qa,gr,32,Neg,2017
qa,gr,28,Neg,2019
qa,hk,36,Neg,2018
qa,hk,5,Neg,2017
qa,hk,3,Neg,2019
qa,hk,2,Neg,2015
qa,id,79,Neg,2017
qa,id,50,Neg,2018
qa,id,44,Neg,2016
qa,ie,73,Neg,2018
qa,ie,58,Neg,2017
qa,ie,47,Neg,2019
qa,ie,13,Neg,2016
qa,iq,43,Neg,2018
qa,iq,15,Neg,2019
qa,iq,13,Neg,2016
qa,iq,7,Neg,2015
qa,it,53,Neg,2017
qa,it,19,Neg,2019
qa,it,10,Neg,2018
qa,ke,7,Neg,2018
qa,kr,23,Neg,2018
qa,kr,8,Neg,2019
qa,kr,2,Neg,2017
qa,kw,165,Neg,2017
qa,kw,144,Neg,2018
qa,kw,51,Neg,2016
qa,kw,9,Neg,2019
qa,lb,76,Neg,2017
qa,lb,64,Neg,2016
qa,my,23,Neg,2017
qa,nl,60,Neg,2017
qa,nl,57,Neg,2016
qa,nl,52,Neg,2018
qa,nl,23,Neg,2019
qa,np,85,Neg,2019
qa,np,75,Neg,2018
qa,np,42,Neg,2017
qa,np,28,Neg,2016
qa,nz,161,Neg,2017
qa,nz,119,Neg,2018
qa,nz,110,Neg,2016
qa,nz,98,Neg,2019
qa,nz,35,Neg,2015
qa,pl,26,Neg,2018
qa,pl,18,Neg,2019
qa,pl,13,Neg,2017
qa,pl,6,Neg,2016
qa,pt,38,Neg,2019
qa,pt,18,Neg,2017
qa,ro,43,Neg,2019
qa,ro,11,Neg,2017
qa,ro,6,Neg,2018
qa,sg,64,Neg,2019
qa,sg,37,Neg,2018
qa,sg,15,Neg,2015
qa,th,42,Neg,2017
qa,th,27,Neg,2018
qa,th,24,Neg,2016
qa,us,446,Neg,2016
qa,us,427,Neg,2017
qa,us,298,Neg,2018
qa,us,189,Neg,2019
qa,ae,307,Pos,2019
qa,bd,65,Pos,2015
qa,bd,49,Pos,2018
qa,bd,37,Pos,2019
qa,bd,29,Pos,2016
qa,bd,0,Pos,2017
qa,be,37,Pos,2015
qa,be,4,Pos,2016
qa,bh,135,Pos,2015
qa,bh,15,Pos,2016
qa,br,105,Pos,2018
qa,br,75,Pos,2016
qa,br,63,Pos,2015
qa,br,59,Pos,2019
qa,br,55,Pos,2017
qa,ch,2,Pos,2015
qa,ch,0,Pos,2019
qa,de,15,Pos,2015
qa,dk,35,Pos,2015
qa,dz,185,Pos,2019
qa,dz,160,Pos,2018
qa,dz,110,Pos,2017
qa,dz,96,Pos,2015
qa,dz,92,Pos,2016
qa,eg,1562,Pos,2015
qa,eg,1392,Pos,2016
qa,eg,174,Pos,2017
qa,es,260,Pos,2015
qa,fr,209,Pos,2015
qa,fr,95,Pos,2016
qa,gb,809,Pos,2015
qa,gr,146,Pos,2015
qa,gr,55,Pos,2016
qa,gr,9,Pos,2018
qa,hk,7,Pos,2016
qa,id,155,Pos,2015
qa,id,18,Pos,2019
qa,ie,48,Pos,2015
qa,in,7144,Pos,2015
qa,in,5931,Pos,2016
qa,in,5277,Pos,2018
qa,in,5195,Pos,2019
qa,in,3318,Pos,2017
qa,iq,11,Pos,2017
qa,it,131,Pos,2015
qa,it,94,Pos,2016
qa,jo,648,Pos,2016
qa,jo,504,Pos,2015
qa,jo,501,Pos,2019
qa,jo,195,Pos,2017
qa,jo,89,Pos,2018
qa,ke,82,Pos,2019
qa,ke,59,Pos,2015
qa,ke,22,Pos,2016
qa,ke,2,Pos,2017
qa,kr,7,Pos,2016
qa,kr,0,Pos,2015
qa,kw,170,Pos,2015
qa,lb,203,Pos,2019
qa,lb,35,Pos,2015
qa,lb,3,Pos,2018
qa,lk,628,Pos,2015
qa,lk,307,Pos,2016
qa,lk,143,Pos,2019
qa,lk,102,Pos,2018
qa,lk,98,Pos,2017
qa,ma,196,Pos,2019
qa,ma,162,Pos,2018
qa,ma,146,Pos,2015
qa,ma,112,Pos,2016
qa,ma,89,Pos,2017
qa,my,131,Pos,2019
qa,my,121,Pos,2016
qa,my,83,Pos,2015
qa,my,10,Pos,2018
qa,ng,96,Pos,2015
qa,ng,90,Pos,2017
qa,ng,90,Pos,2019
qa,ng,88,Pos,2018
qa,ng,83,Pos,2016
qa,nl,63,Pos,2015
qa,np,63,Pos,2015
qa,om,377,Pos,2015
qa,om,242,Pos,2016
qa,om,138,Pos,2019
qa,om,69,Pos,2017
qa,om,14,Pos,2018
qa,ph,1200,Pos,2015
qa,ph,705,Pos,2016
qa,ph,676,Pos,2018
qa,ph,497,Pos,2017
qa,ph,366,Pos,2019
qa,pk,617,Pos,2015
qa,pk,573,Pos,2019
qa,pk,474,Pos,2018
qa,pk,431,Pos,2016
qa,pk,168,Pos,2017
qa,pl,33,Pos,2015
qa,pt,73,Pos,2016
qa,pt,70,Pos,2015
qa,pt,12,Pos,2018
qa,ro,157,Pos,2015
qa,ro,22,Pos,2016
qa,rs,79,Pos,2015
qa,rs,51,Pos,2016
qa,rs,14,Pos,2019
qa,rs,13,Pos,2018
qa,rs,6,Pos,2017
qa,sa,875,Pos,2018
qa,sa,784,Pos,2016
qa,sa,768,Pos,2015
qa,sa,729,Pos,2017
qa,sa,497,Pos,2019
qa,sd,211,Pos,2018
qa,sd,205,Pos,2019
qa,sd,77,Pos,2016
qa,sd,65,Pos,2015
qa,sd,47,Pos,2017
qa,sg,44,Pos,2016
qa,sg,6,Pos,2017
qa,th,22,Pos,2015
qa,th,1,Pos,2019
qa,tn,564,Pos,2019
qa,tn,523,Pos,2018
qa,tn,376,Pos,2017
qa,tn,373,Pos,2016
qa,tn,303,Pos,2015
qa,tr,390,Pos,2019
qa,tr,265,Pos,2018
qa,tr,248,Pos,2017
qa,tr,185,Pos,2016
qa,tr,122,Pos,2015
qa,ua,68,Pos,2015
qa,ua,35,Pos,2016
qa,ua,32,Pos,2017
qa,ua,17,Pos,2018
qa,ua,10,Pos,2019
qa,us,951,Pos,2015
qa,za,249,Pos,2015
qa,za,180,Pos,2016
qa,za,82,Pos,2019
qa,za,72,Pos,2018
qa,za,37,Pos,2017
ro,ae,305,Neg,2015
ro,ae,105,Neg,2016
ro,ae,15,Neg,2017
ro,ae,10,Neg,2018
ro,at,83,Neg,2019
ro,at,79,Neg,2016
ro,at,56,Neg,2015
ro,at,55,Neg,2018
ro,at,36,Neg,2017
ro,au,31,Neg,2015
ro,au,20,Neg,2016
ro,au,16,Neg,2018
ro,au,15,Neg,2017
ro,au,6,Neg,2019
ro,be,114,Neg,2018
ro,be,108,Neg,2015
ro,be,105,Neg,2016
ro,be,91,Neg,2019
ro,be,61,Neg,2017
ro,bg,3,Neg,2019
ro,ca,121,Neg,2016
ro,ca,80,Neg,2015
ro,ca,77,Neg,2018
ro,ca,49,Neg,2019
ro,ca,48,Neg,2017
ro,ch,111,Neg,2019
ro,ch,91,Neg,2018
ro,ch,75,Neg,2017
ro,ch,65,Neg,2016
ro,ch,44,Neg,2015
ro,cn,7,Neg,2018
ro,cn,4,Neg,2015
ro,cn,1,Neg,2017
ro,cz,41,Neg,2018
ro,cz,32,Neg,2016
ro,cz,32,Neg,2017
ro,cz,28,Neg,2015
ro,cz,28,Neg,2019
ro,de,418,Neg,2015
ro,de,377,Neg,2016
ro,de,355,Neg,2018
ro,de,348,Neg,2019
ro,de,289,Neg,2017
ro,dk,87,Neg,2015
ro,dk,69,Neg,2016
ro,dk,38,Neg,2019
ro,dk,35,Neg,2017
ro,dk,35,Neg,2018
ro,eg,27,Neg,2015
ro,eg,13,Neg,2016
ro,es,104,Neg,2019
ro,es,101,Neg,2016
ro,es,85,Neg,2018
ro,es,77,Neg,2015
ro,es,50,Neg,2017
ro,fi,16,Neg,2015
ro,fi,13,Neg,2019
ro,fi,9,Neg,2018
ro,fi,7,Neg,2016
ro,fi,6,Neg,2017
ro,fr,165,Neg,2015
ro,fr,132,Neg,2019
ro,fr,122,Neg,2018
ro,fr,92,Neg,2017
ro,fr,91,Neg,2016
ro,gb,1460,Neg,2015
ro,gb,1446,Neg,2016
ro,gb,885,Neg,2018
ro,gb,835,Neg,2017
ro,gb,712,Neg,2019
ro,gr,6,Neg,2019
ro,gr,3,Neg,2016
ro,hu,77,Neg,2015
ro,hu,62,Neg,2018
ro,hu,62,Neg,2019
ro,hu,57,Neg,2017
ro,hu,55,Neg,2016
ro,ie,109,Neg,2015
ro,ie,109,Neg,2016
ro,ie,95,Neg,2018
ro,ie,81,Neg,2017
ro,ie,73,Neg,2019
ro,in,18,Neg,2015
ro,in,11,Neg,2016
ro,in,2,Neg,2017
ro,ir,499,Neg,2015
ro,ir,173,Neg,2016
ro,ir,117,Neg,2018
ro,ir,107,Neg,2017
ro,ir,71,Neg,2019
ro,lu,67,Neg,2015
ro,lu,60,Neg,2018
ro,lu,51,Neg,2019
ro,lu,49,Neg,2017
ro,lu,48,Neg,2016
ro,nl,214,Neg,2018
ro,nl,203,Neg,2019
ro,nl,156,Neg,2017
ro,nl,126,Neg,2016
ro,nl,123,Neg,2015
ro,no,25,Neg,2015
ro,no,23,Neg,2016
ro,no,10,Neg,2019
ro,no,7,Neg,2017
ro,no,7,Neg,2018
ro,pl,24,Neg,2016
ro,pl,20,Neg,2015
ro,pl,16,Neg,2018
ro,pl,11,Neg,2017
ro,pl,10,Neg,2019
ro,pt,11,Neg,2018
ro,pt,6,Neg,2015
ro,pt,3,Neg,2016
ro,pt,3,Neg,2017
ro,qa,43,Neg,2015
ro,qa,6,Neg,2016
ro,sa,737,Neg,2015
ro,sa,222,Neg,2016
ro,sa,67,Neg,2017
ro,sa,48,Neg,2018
ro,sa,36,Neg,2019
ro,se,59,Neg,2018
ro,se,55,Neg,2019
ro,se,52,Neg,2017
ro,se,51,Neg,2016
ro,se,50,Neg,2015
ro,us,113,Neg,2019
ro,us,61,Neg,2017
ro,us,43,Neg,2018
ro,ae,23,Pos,2019
ro,bg,8,Pos,2015
ro,bg,5,Pos,2017
ro,bg,4,Pos,2016
ro,bg,2,Pos,2018
ro,cn,9,Pos,2019
ro,cn,5,Pos,2016
ro,eg,5,Pos,2018
ro,eg,5,Pos,2019
ro,eg,1,Pos,2017
ro,gr,12,Pos,2015
ro,gr,12,Pos,2017
ro,gr,7,Pos,2018
ro,in,14,Pos,2019
ro,in,7,Pos,2018
ro,it,41,Pos,2017
ro,it,29,Pos,2015
ro,it,29,Pos,2016
ro,it,24,Pos,2019
ro,it,16,Pos,2018
ro,md,143,Pos,2018
ro,md,125,Pos,2019
ro,md,113,Pos,2017
ro,md,99,Pos,2016
ro,md,77,Pos,2015
ro,pt,3,Pos,2019
ro,qa,13,Pos,2019
ro,qa,3,Pos,2017
ro,qa,2,Pos,2018
ro,tr,37,Pos,2019
ro,tr,35,Pos,2018
ro,tr,33,Pos,2017
ro,tr,11,Pos,2016
ro,tr,1,Pos,2015
ro,ua,14,Pos,2015
ro,ua,6,Pos,2016
ro,ua,4,Pos,2017
ro,ua,4,Pos,2018
ro,ua,3,Pos,2019
ro,us,286,Pos,2015
ro,us,52,Pos,2016
rs,ae,340,Neg,2015
rs,ae,293,Neg,2016
rs,ae,201,Neg,2018
rs,ae,103,Neg,2017
rs,ae,36,Neg,2019
rs,at,253,Neg,2018
rs,at,214,Neg,2015
rs,at,206,Neg,2016
rs,at,205,Neg,2019
rs,at,196,Neg,2017
rs,au,83,Neg,2015
rs,au,73,Neg,2016
rs,au,61,Neg,2019
rs,au,54,Neg,2018
rs,au,51,Neg,2017
rs,be,62,Neg,2019
rs,be,56,Neg,2015
rs,be,50,Neg,2018
rs,be,48,Neg,2017
rs,be,9,Neg,2016
rs,ca,203,Neg,2015
rs,ca,182,Neg,2018
rs,ca,162,Neg,2016
rs,ca,132,Neg,2019
rs,ca,122,Neg,2017
rs,ch,147,Neg,2015
rs,ch,143,Neg,2017
rs,ch,125,Neg,2019
rs,ch,123,Neg,2018
rs,ch,109,Neg,2016
rs,cn,94,Neg,2018
rs,cn,69,Neg,2019
rs,cn,49,Neg,2015
rs,cn,42,Neg,2016
rs,cn,25,Neg,2017
rs,cz,73,Neg,2018
rs,cz,73,Neg,2019
rs,cz,69,Neg,2016
rs,cz,43,Neg,2015
rs,cz,32,Neg,2017
rs,de,735,Neg,2018
rs,de,712,Neg,2019
rs,de,601,Neg,2017
rs,de,539,Neg,2016
rs,de,519,Neg,2015
rs,es,67,Neg,2018
rs,es,62,Neg,2019
rs,es,54,Neg,2017
rs,es,38,Neg,2016
