origin,destination,count,cat
lk,th,-2,Neg
mx,at,-2,Neg
mx,be,-2,Neg
mx,no,-2,Neg
mx,sa,-2,Neg
mx,ch,-2,Neg
my,be,-2,Neg
my,br,-2,Neg
my,kz,-2,Neg
my,mx,-2,Neg
my,se,-2,Neg
my,ch,-2,Neg
my,tw,-2,Neg
nl,at,-2,Neg
nl,lv,-2,Neg
nl,np,-2,Neg
nl,tz,-2,Neg
nl,th,-2,Neg
no,br,-2,Neg
pe,cr,-2,Neg
pt,sg,-2,Neg
qa,hk,-2,Neg
rs,gb,-2,Neg
sa,be,-2,Neg
se,lv,-2,Neg
sg,at,-2,Neg
th,hk,-2,Neg
th,ie,-2,Neg
tr,hk,-2,Neg
tr,hu,-2,Neg
tr,sg,-2,Neg
tw,th,-2,Neg
us,be,-2,Neg
us,bg,-2,Neg
us,kh,-2,Neg
us,fi,-2,Neg
us,gt,-2,Neg
us,jo,-2,Neg
us,mm,-2,Neg
us,na,-2,Neg
us,om,-2,Neg
us,pg,-2,Neg
us,py,-2,Neg
us,rs,-2,Neg
us,sg,-2,Neg
us,sk,-2,Neg
us,es,-2,Neg
us,vn,-2,Neg
vn,dk,-2,Neg
za,om,-2,Neg
za,tw,-2,Neg
ar,bo,-3,Neg
ar,do,-3,Neg
au,zm,-3,Neg
be,cl,-3,Neg
bo,pe,-3,Neg
br,af,-3,Neg
br,dk,-3,Neg
br,il,-3,Neg
br,pl,-3,Neg
cl,nz,-3,Neg
cl,ch,-3,Neg
cn,kz,-3,Neg
co,se,-3,Neg
dk,mt,-3,Neg
eg,ma,-3,Neg
es,cz,-3,Neg
fi,au,-3,Neg
fr,kz,-3,Neg
fr,pa,-3,Neg
gb,az,-3,Neg
gb,cm,-3,Neg
gb,ci,-3,Neg
gb,mu,-3,Neg
gb,np,-3,Neg
gb,lk,-3,Neg
hk,fi,-3,Neg
hu,cn,-3,Neg
ie,nz,-3,Neg
in,cz,-3,Neg
in,hu,-3,Neg
in,mm,-3,Neg
in,tw,-3,Neg
in,vn,-3,Neg
in,zm,-3,Neg
iq,om,-3,Neg
it,bg,-3,Neg
it,kz,-3,Neg
it,pe,-3,Neg
it,tz,-3,Neg
ke,et,-3,Neg
ke,zw,-3,Neg
kr,es,-3,Neg
mx,cn,-3,Neg
mx,dk,-3,Neg
mx,do,-3,Neg
mx,nz,-3,Neg
mx,pr,-3,Neg
my,hk,-3,Neg
my,it,-3,Neg
my,ye,-3,Neg
ng,cy,-3,Neg
nl,kh,-3,Neg
nl,iq,-3,Neg
nl,jp,-3,Neg
nl,ug,-3,Neg
nl,vn,-3,Neg
ph,be,-3,Neg
ph,kh,-3,Neg
ph,dk,-3,Neg
ph,hk,-3,Neg
pt,co,-3,Neg
se,ke,-3,Neg
sk,fr,-3,Neg
th,bd,-3,Neg
tr,af,-3,Neg
tr,pt,-3,Neg
tr,th,-3,Neg
tw,ie,-3,Neg
tw,se,-3,Neg
ua,eg,-3,Neg
us,cr,-3,Neg
us,hr,-3,Neg
us,cz,-3,Neg
us,dk,-3,Neg
us,ge,-3,Neg
us,hu,-3,Neg
us,kw,-3,Neg
us,lb,-3,Neg
us,mx,-3,Neg
us,mz,-3,Neg
us,nl,-3,Neg
us,no,-3,Neg
us,pa,-3,Neg
us,uy,-3,Neg
za,bh,-3,Neg
za,dk,-3,Neg
za,et,-3,Neg
za,ph,-3,Neg
za,pt,-3,Neg
be,il,-4,Neg
be,kr,-4,Neg
be,lt,-4,Neg
be,za,-4,Neg
be,vn,-4,Neg
br,ar,-4,Neg
br,be,-4,Neg
br,fr,-4,Neg
br,pa,-4,Neg
br,sg,-4,Neg
ca,at,-4,Neg
ca,ec,-4,Neg
ca,jp,-4,Neg
ca,nz,-4,Neg
ca,pa,-4,Neg
ca,es,-4,Neg
ch,mt,-4,Neg
cl,cr,-4,Neg
cn,af,-4,Neg
cn,fi,-4,Neg
cn,ie,-4,Neg
do,pe,-4,Neg
dz,cn,-4,Neg
es,sv,-4,Neg
fr,ir,-4,Neg
fr,mg,-4,Neg
gb,co,-4,Neg
gb,ga,-4,Neg
gb,lu,-4,Neg
gb,mz,-4,Neg
gb,mm,-4,Neg
gb,na,-4,Neg
gb,ug,-4,Neg
gt,ca,-4,Neg
hk,dk,-4,Neg
id,mm,-4,Neg
id,se,-4,Neg
id,vn,-4,Neg
ie,mt,-4,Neg
in,cn,-4,Neg
in,id,-4,Neg
in,kr,-4,Neg
in,ph,-4,Neg
in,za,-4,Neg
in,lk,-4,Neg
it,jp,-4,Neg
it,ke,-4,Neg
it,mx,-4,Neg
it,pa,-4,Neg
it,pt,-4,Neg
it,sn,-4,Neg
it,th,-4,Neg
jp,pk,-4,Neg
mx,ec,-4,Neg
mx,fr,-4,Neg
mx,ae,-4,Neg
my,za,-4,Neg
my,lk,-4,Neg
ng,es,-4,Neg
nl,af,-4,Neg
nl,cn,-4,Neg
nl,et,-4,Neg
nl,ke,-4,Neg
nl,ng,-4,Neg
no,ee,-4,Neg
no,lv,-4,Neg
nz,no,-4,Neg
ph,nl,-4,Neg
ph,ng,-4,Neg
ro,cn,-4,Neg
sg,pl,-4,Neg
sn,cm,-4,Neg
sn,ml,-4,Neg
sv,co,-4,Neg
th,np,-4,Neg
tr,mt,-4,Neg
tr,nz,-4,Neg
us,ao,-4,Neg
us,cd,-4,Neg
us,et,-4,Neg
us,gr,-4,Neg
us,iq,-4,Neg
us,ie,-4,Neg
us,jp,-4,Neg
us,mw,-4,Neg
us,pl,-4,Neg
us,qa,-4,Neg
us,ro,-4,Neg
us,lk,-4,Neg
us,sd,-4,Neg
us,ch,-4,Neg
za,se,-4,Neg
ar,it,-5,Neg
ar,uy,-5,Neg
au,af,-5,Neg
bo,mx,-5,Neg
br,pe,-5,Neg
ca,mx,-5,Neg
cn,al,-5,Neg
cn,mm,-5,Neg
co,fr,-5,Neg
cz,be,-5,Neg
cz,mt,-5,Neg
dk,ee,-5,Neg
dz,gb,-5,Neg
es,hn,-5,Neg
es,nz,-5,Neg
es,ni,-5,Neg
es,py,-5,Neg
es,pr,-5,Neg
fi,ca,-5,Neg
fr,af,-5,Neg
fr,gh,-5,Neg
fr,kr,-5,Neg
gb,gh,-5,Neg
gb,iq,-5,Neg
hk,de,-5,Neg
hu,gr,-5,Neg
id,dk,-5,Neg
in,be,-5,Neg
in,mx,-5,Neg
in,es,-5,Neg
it,af,-5,Neg
it,fi,-5,Neg
it,hu,-5,Neg
it,sa,-5,Neg
kr,it,-5,Neg
lk,cn,-5,Neg
lk,jp,-5,Neg
lk,om,-5,Neg
mx,ie,-5,Neg
mx,pe,-5,Neg
my,kw,-5,Neg
ng,kr,-5,Neg
nl,mt,-5,Neg
nl,qa,-5,Neg
no,cn,-5,Neg
pa,nl,-5,Neg
pe,ca,-5,Neg
pe,fr,-5,Neg
ph,se,-5,Neg
pl,fi,-5,Neg
pl,th,-5,Neg
sa,ke,-5,Neg
sg,se,-5,Neg
tr,ge,-5,Neg
tr,jp,-5,Neg
tr,ch,-5,Neg
ug,de,-5,Neg
us,nz,-5,Neg
us,ph,-5,Neg
us,th,-5,Neg
za,gh,-5,Neg
za,mw,-5,Neg
ae,vn,-6,Neg
af,se,-6,Neg
ar,dk,-6,Neg
at,hk,-6,Neg
au,kh,-6,Neg
au,fj,-6,Neg
au,mm,-6,Neg
au,ch,-6,Neg
be,dz,-6,Neg
be,co,-6,Neg
br,co,-6,Neg
br,se,-6,Neg
ca,sa,-6,Neg
ch,ir,-6,Neg
ch,ke,-6,Neg
cl,mx,-6,Neg
cl,nl,-6,Neg
co,nz,-6,Neg
dk,de,-6,Neg
dk,lt,-6,Neg
dz,it,-6,Neg
dz,ma,-6,Neg
es,gt,-6,Neg
es,hk,-6,Neg
es,jp,-6,Neg
fi,be,-6,Neg
fi,es,-6,Neg
fr,bf,-6,Neg
gb,ao,-6,Neg
gb,bh,-6,Neg
gb,bd,-6,Neg
gb,cl,-6,Neg
gb,cd,-6,Neg
gb,mt,-6,Neg
gb,zw,-6,Neg
ge,fr,-6,Neg
gt,cr,-6,Neg
ie,co,-6,Neg
il,cy,-6,Neg
il,hk,-6,Neg
in,ke,-6,Neg
in,np,-6,Neg
in,ch,-6,Neg
ir,kr,-6,Neg
it,nz,-6,Neg
it,ro,-6,Neg
jp,dk,-6,Neg
jp,ae,-6,Neg
lk,bd,-6,Neg
mx,se,-6,Neg
ng,cm,-6,Neg
nl,my,-6,Neg
nl,sa,-6,Neg
no,cz,-6,Neg
no,np,-6,Neg
nz,dk,-6,Neg
pe,nl,-6,Neg
ph,mt,-6,Neg
ph,om,-6,Neg
pl,jp,-6,Neg
pt,cl,-6,Neg
ro,pt,-6,Neg
sg,dk,-6,Neg
tr,il,-6,Neg
tr,kw,-6,Neg
tr,no,-6,Neg
tr,om,-6,Neg
us,hk,-6,Neg
us,ma,-6,Neg
us,zm,-6,Neg
za,il,-6,Neg
ar,ch,-7,Neg
be,nz,-7,Neg
be,qa,-7,Neg
cn,vn,-7,Neg
dk,ie,-7,Neg
eg,be,-7,Neg
eg,za,-7,Neg
eg,sy,-7,Neg
es,uy,-7,Neg
fr,kh,-7,Neg
fr,cz,-7,Neg
fr,my,-7,Neg
fr,ng,-7,Neg
fr,no,-7,Neg
fr,za,-7,Neg
gb,kw,-7,Neg
gb,no,-7,Neg
gb,tz,-7,Neg
hk,nl,-7,Neg
hk,pk,-7,Neg
id,ph,-7,Neg
il,mx,-7,Neg
il,es,-7,Neg
in,it,-7,Neg
in,tz,-7,Neg
in,th,-7,Neg
ir,be,-7,Neg
it,al,-7,Neg
it,co,-7,Neg
it,hk,-7,Neg
it,qa,-7,Neg
kr,br,-7,Neg
mk,tr,-7,Neg
my,mu,-7,Neg
ng,ao,-7,Neg
ng,ci,-7,Neg
ng,ch,-7,Neg
nl,nz,-7,Neg
no,ir,-7,Neg
nz,se,-7,Neg
om,fr,-7,Neg
pe,de,-7,Neg
ph,ie,-7,Neg
ph,mx,-7,Neg
pk,be,-7,Neg
pk,ie,-7,Neg
pl,se,-7,Neg
pt,fi,-7,Neg
qa,cn,-7,Neg
qa,iq,-7,Neg
se,lu,-7,Neg
se,ch,-7,Neg
tr,at,-7,Neg
tr,et,-7,Neg
tw,it,-7,Neg
tw,nz,-7,Neg
ua,az,-7,Neg
us,se,-7,Neg
us,ug,-7,Neg
za,es,-7,Neg
ao,id,-8,Neg
ar,cr,-8,Neg
ar,il,-8,Neg
ar,ae,-8,Neg
bd,nl,-8,Neg
be,jp,-8,Neg
br,ao,-8,Neg
de,ae,-8,Neg
es,ar,-8,Neg
es,sg,-8,Neg
fi,no,-8,Neg
fr,ao,-8,Neg
fr,dk,-8,Neg
fr,ml,-8,Neg
fr,sa,-8,Neg
fr,th,-8,Neg
gb,kz,-8,Neg
gb,mw,-8,Neg
gb,vn,-8,Neg
in,dk,-8,Neg
kr,tr,-8,Neg
lt,se,-8,Neg
mt,be,-8,Neg
my,jo,-8,Neg
ng,tz,-8,Neg
nl,sg,-8,Neg
no,lt,-8,Neg
ph,tw,-8,Neg
pk,es,-8,Neg
pl,be,-8,Neg
pl,cn,-8,Neg
pl,qa,-8,Neg
th,at,-8,Neg
th,qa,-8,Neg
th,es,-8,Neg
tr,dk,-8,Neg
tr,fi,-8,Neg
ua,gr,-8,Neg
ua,no,-8,Neg
us,ar,-8,Neg
us,bd,-8,Neg
us,ca,-8,Neg
us,ec,-8,Neg
za,cm,-8,Neg
za,jp,-8,Neg
za,sg,-8,Neg
be,th,-9,Neg
br,ae,-9,Neg
ca,au,-9,Neg
ch,eg,-9,Neg
ch,no,-9,Neg
cn,th,-9,Neg
dk,qa,-9,Neg
fi,ee,-9,Neg
fr,mu,-9,Neg
fr,qa,-9,Neg
fr,sn,-9,Neg
hu,fi,-9,Neg
jo,fr,-9,Neg
jo,ch,-9,Neg
kz,nl,-9,Neg
mx,au,-9,Neg
my,kr,-9,Neg
pk,sg,-9,Neg
pk,tr,-9,Neg
th,mx,-9,Neg
th,ch,-9,Neg
th,vn,-9,Neg
tn,gb,-9,Neg
tr,ng,-9,Neg
tw,ch,-9,Neg
us,pe,-9,Neg
us,tz,-9,Neg
za,ng,-9,Neg
za,ch,-9,Neg
za,tz,-9,Neg
al,nl,-10,Neg
be,hk,-10,Neg
be,no,-10,Neg
br,it,-10,Neg
br,nl,-10,Neg
br,nz,-10,Neg
cl,pe,-10,Neg
cn,dk,-10,Neg
cn,ch,-10,Neg
cz,ca,-10,Neg
es,be,-10,Neg
es,cu,-10,Neg
es,no,-10,Neg
fr,at,-10,Neg
gb,ca,-10,Neg
gb,th,-10,Neg
hu,pt,-10,Neg
it,no,-10,Neg
jp,id,-10,Neg
kr,sa,-10,Neg
mx,nl,-10,Neg
nl,dk,-10,Neg
no,eg,-10,Neg
ph,th,-10,Neg
pk,fr,-10,Neg
pt,at,-10,Neg
th,id,-10,Neg
th,sa,-10,Neg
tr,be,-10,Neg
tr,cz,-10,Neg
tw,be,-10,Neg
us,gh,-10,Neg
us,it,-10,Neg
us,tr,-10,Neg
us,zw,-10,Neg
vn,mm,-10,Neg
vn,se,-10,Neg
za,ug,-10,Neg
ar,py,-11,Neg
br,cl,-11,Neg
br,mx,-11,Neg
br,ch,-11,Neg
ca,ch,-11,Neg
ch,ec,-11,Neg
cn,id,-11,Neg
do,gb,-11,Neg
eg,at,-11,Neg
eg,sd,-11,Neg
es,cr,-11,Neg
fr,pl,-11,Neg
gb,jp,-11,Neg
gh,nl,-11,Neg
hk,bd,-11,Neg
id,nz,-11,Neg
il,ie,-11,Neg
in,hk,-11,Neg
in,ng,-11,Neg
ir,de,-11,Neg
ke,de,-11,Neg
kr,ie,-11,Neg
kr,tw,-11,Neg
lk,fr,-11,Neg
ma,be,-11,Neg
my,dk,-11,Neg
my,sd,-11,Neg
my,tr,-11,Neg
ng,ie,-11,Neg
om,kw,-11,Neg
om,nl,-11,Neg
ph,pg,-11,Neg
ph,vn,-11,Neg
pt,ca,-11,Neg
th,fi,-11,Neg
tr,gr,-11,Neg
ua,in,-11,Neg
ve,cn,-11,Neg
za,cn,-11,Neg
au,no,-12,Neg
au,se,-12,Neg
be,se,-12,Neg
ca,hk,-12,Neg
cn,se,-12,Neg
cr,fr,-12,Neg
cz,cn,-12,Neg
cz,sg,-12,Neg
dk,ke,-12,Neg
eg,es,-12,Neg
es,at,-12,Neg
et,de,-12,Neg
fi,jp,-12,Neg
gr,rs,-12,Neg
ie,hk,-12,Neg
ir,cn,-12,Neg
it,sg,-12,Neg
jp,sa,-12,Neg
lb,ch,-12,Neg
ma,sa,-12,Neg
nl,no,-12,Neg
np,de,-12,Neg
pt,cz,-12,Neg
tr,dz,-12,Neg
tr,pl,-12,Neg
ve,ae,-12,Neg
za,af,-12,Neg
ar,ec,-13,Neg
ar,nl,-13,Neg
ar,pa,-13,Neg
at,lu,-13,Neg
bd,kr,-13,Neg
bd,se,-13,Neg
co,mx,-13,Neg
dk,ch,-13,Neg
eg,pl,-13,Neg
gb,bw,-13,Neg
gb,se,-13,Neg
hk,vn,-13,Neg
hr,si,-13,Neg
ir,fi,-13,Neg
jp,nz,-13,Neg
kr,co,-13,Neg
kr,pl,-13,Neg
my,vn,-13,Neg
ng,id,-13,Neg
nz,pg,-13,Neg
nz,sa,-13,Neg
pk,se,-13,Neg
pl,sa,-13,Neg
pt,sa,-13,Neg
sg,mx,-13,Neg
th,nz,-13,Neg
tr,qa,-13,Neg
ua,ge,-13,Neg
us,cl,-13,Neg
us,my,-13,Neg
us,pk,-13,Neg
au,id,-14,Neg
bg,ca,-14,Neg
by,cn,-14,Neg
dz,eg,-14,Neg
es,bo,-14,Neg
es,lu,-14,Neg
fr,es,-14,Neg
gb,ch,-14,Neg
hu,jp,-14,Neg
hu,sg,-14,Neg
id,qa,-14,Neg
ie,lu,-14,Neg
il,se,-14,Neg
ir,es,-14,Neg
jo,nl,-14,Neg
kr,id,-14,Neg
lb,bh,-14,Neg
my,kh,-14,Neg
my,th,-14,Neg
no,ie,-14,Neg
nz,ch,-14,Neg
pk,dk,-14,Neg
sa,bd,-14,Neg
se,mt,-14,Neg
sg,th,-14,Neg
tw,nl,-14,Neg
us,eg,-14,Neg
au,nz,-15,Neg
ch,pa,-15,Neg
dk,is,-15,Neg
dz,my,-15,Neg
es,nl,-15,Neg
es,qa,-15,Neg
fi,cz,-15,Neg
fr,il,-15,Neg
fr,nz,-15,Neg
fr,vn,-15,Neg
it,cn,-15,Neg
it,cz,-15,Neg
ma,sn,-15,Neg
my,qa,-15,Neg
ng,de,-15,Neg
no,de,-15,Neg
ph,mm,-15,Neg
pk,iq,-15,Neg
pl,dk,-15,Neg
qa,sg,-15,Neg
rs,es,-15,Neg
ar,ie,-16,Neg
au,dk,-16,Neg
ec,gb,-16,Neg
eg,om,-16,Neg
id,de,-16,Neg
id,sa,-16,Neg
id,ae,-16,Neg
ie,qa,-16,Neg
kh,sg,-16,Neg
kr,fi,-16,Neg
kw,cn,-16,Neg
no,ca,-16,Neg
pe,au,-16,Neg
pk,fi,-16,Neg
pl,ca,-16,Neg
pt,qa,-16,Neg
ro,fi,-16,Neg
tn,be,-16,Neg
tr,fr,-16,Neg
tz,ug,-16,Neg
cn,ae,-17,Neg
eg,jo,-17,Neg
es,dk,-17,Neg
es,pa,-17,Neg
gr,bg,-17,Neg
in,fr,-17,Neg
in,se,-17,Neg
jp,vn,-17,Neg
lb,gh,-17,Neg
nl,au,-17,Neg
nl,lu,-17,Neg
sg,ir,-17,Neg
sy,jo,-17,Neg
tw,jp,-17,Neg
ua,ng,-17,Neg
ua,ro,-17,Neg
us,de,-17,Neg
vn,nz,-17,Neg
vn,ch,-17,Neg
ae,ir,-18,Neg
by,tr,-18,Neg
ch,sg,-18,Neg
cz,lu,-18,Neg
dk,be,-18,Neg
dk,lv,-18,Neg
dk,ae,-18,Neg
fr,au,-18,Neg
fr,ga,-18,Neg
hk,nz,-18,Neg
hn,mx,-18,Neg
hn,ni,-18,Neg
ir,se,-18,Neg
it,pl,-18,Neg
kr,kh,-18,Neg
my,mm,-18,Neg
nl,se,-18,Neg
no,et,-18,Neg
pe,gb,-18,Neg
ph,bh,-18,Neg
pk,it,-18,Neg
ro,in,-18,Neg
sn,be,-18,Neg
th,ca,-18,Neg
th,dk,-18,Neg
tr,ie,-18,Neg
tr,es,-18,Neg
us,co,-18,Neg
ve,nl,-18,Neg
za,hk,-18,Neg
za,nl,-18,Neg
at,il,-19,Neg
cl,de,-19,Neg
co,de,-19,Neg
do,co,-19,Neg
do,pr,-19,Neg
ec,cl,-19,Neg
gb,ke,-19,Neg
gb,qa,-19,Neg
in,ie,-19,Neg
in,om,-19,Neg
jp,se,-19,Neg
ng,qa,-19,Neg
ng,sa,-19,Neg
ph,de,-19,Neg
ph,kw,-19,Neg
pk,kr,-19,Neg
pl,nz,-19,Neg
pl,za,-19,Neg
pt,pl,-19,Neg
pt,se,-19,Neg
sa,de,-19,Neg
ve,ie,-19,Neg
za,de,-19,Neg
ae,iq,-20,Neg
ar,gb,-20,Neg
be,sg,-20,Neg
ch,sa,-20,Neg
ci,be,-20,Neg
ec,pe,-20,Neg
eg,fr,-20,Neg
fr,se,-20,Neg
hk,id,-20,Neg
it,ca,-20,Neg
ke,tz,-20,Neg
no,ph,-20,Neg
pk,my,-20,Neg
pl,mt,-20,Neg
ro,pl,-20,Neg
se,de,-20,Neg
us,au,-20,Neg
za,ie,-20,Neg
ae,bd,-21,Neg
cr,de,-21,Neg
eg,ie,-21,Neg
eg,it,-21,Neg
es,sa,-21,Neg
gh,cn,-21,Neg
gr,fi,-21,Neg
gr,ro,-21,Neg
ie,se,-21,Neg
is,se,-21,Neg
ng,cn,-21,Neg
nz,de,-21,Neg
ph,jp,-21,Neg
sa,se,-21,Neg
sn,gb,-21,Neg
tn,it,-21,Neg
tz,zm,-21,Neg
ua,qa,-21,Neg
za,ao,-21,Neg
za,bw,-21,Neg
ae,mm,-22,Neg
ar,pe,-22,Neg
co,ca,-22,Neg
co,pe,-22,Neg
cy,fr,-22,Neg
eg,dk,-22,Neg
es,se,-22,Neg
fi,ae,-22,Neg
fr,cd,-22,Neg
gb,sg,-22,Neg
in,bh,-22,Neg
jp,ie,-22,Neg
kr,se,-22,Neg
nl,ie,-22,Neg
th,no,-22,Neg
th,ae,-22,Neg
ar,nz,-23,Neg
bg,cn,-23,Neg
br,es,-23,Neg
do,ht,-23,Neg
es,ec,-23,Neg
fr,jp,-23,Neg
gr,es,-23,Neg
hr,cz,-23,Neg
jp,bd,-23,Neg
ke,qa,-23,Neg
pk,af,-23,Neg
sk,es,-23,Neg
sk,se,-23,Neg
tr,sa,-23,Neg
tw,au,-23,Neg
ug,ng,-23,Neg
vn,de,-23,Neg
za,mz,-23,Neg
at,no,-24,Neg
bo,cl,-24,Neg
dz,sa,-24,Neg
eg,iq,-24,Neg
es,au,-24,Neg
jp,mm,-24,Neg
kw,iq,-24,Neg
mx,gb,-24,Neg
tz,ae,-24,Neg
ae,nz,-25,Neg
ar,fr,-25,Neg
be,au,-25,Neg
be,ie,-25,Neg
bg,no,-25,Neg
ca,de,-25,Neg
eg,se,-25,Neg
fi,ie,-25,Neg
fr,nl,-25,Neg
id,gb,-25,Neg
it,dk,-25,Neg
lt,tr,-25,Neg
my,iq,-25,Neg
no,ae,-25,Neg
pk,om,-25,Neg
ro,no,-25,Neg
tr,it,-25,Neg
tr,gb,-25,Neg
za,qa,-25,Neg
au,sa,-26,Neg
co,ec,-26,Neg
es,do,-26,Neg
it,au,-26,Neg
kr,ph,-26,Neg
om,my,-26,Neg
pt,dk,-26,Neg
sk,be,-26,Neg
sk,pl,-26,Neg
th,kh,-26,Neg
ua,th,-26,Neg
ve,gt,-26,Neg
be,ca,-27,Neg
hu,fr,-27,Neg
jp,in,-27,Neg
lu,sg,-27,Neg
ma,ci,-27,Neg
my,id,-27,Neg
no,id,-27,Neg
np,fr,-27,Neg
ro,eg,-27,Neg
tr,se,-27,Neg
az,fr,-28,Neg
bd,qa,-28,Neg
cn,sg,-28,Neg
cr,gb,-28,Neg
fi,at,-28,Neg
gr,cz,-28,Neg
it,lu,-28,Neg
it,mt,-28,Neg
it,se,-28,Neg
kr,nl,-28,Neg
kr,gb,-28,Neg
nl,ir,-28,Neg
no,ug,-28,Neg
pk,nz,-28,Neg
pl,at,-28,Neg
pt,au,-28,Neg
ro,cz,-28,Neg
sn,bf,-28,Neg
tn,es,-28,Neg
tr,au,-28,Neg
ua,cy,-28,Neg
ua,lt,-28,Neg
bg,ro,-29,Neg
cz,se,-29,Neg
gr,it,-29,Neg
kr,nz,-29,Neg
lb,it,-29,Neg
sk,ae,-29,Neg
ua,bg,-29,Neg
ar,au,-30,Neg
co,pa,-30,Neg
cr,pa,-30,Neg
gb,au,-30,Neg
gh,de,-30,Neg
il,au,-30,Neg
it,at,-30,Neg
jp,ir,-30,Neg
kr,no,-30,Neg
tw,de,-30,Neg
gb,ir,-31,Neg
ge,gb,-31,Neg
hn,cr,-31,Neg
hu,no,-31,Neg
ie,sg,-31,Neg
is,ca,-31,Neg
jp,br,-31,Neg
kz,de,-31,Neg
lb,iq,-31,Neg
pl,es,-31,Neg
ro,au,-31,Neg
tw,id,-31,Neg
bd,sg,-32,Neg
be,cd,-32,Neg
br,de,-32,Neg
ie,de,-32,Neg
in,nl,-32,Neg
in,gb,-32,Neg
ke,au,-32,Neg
lk,de,-32,Neg
no,bd,-32,Neg
pt,no,-32,Neg
sk,ie,-32,Neg
tg,gh,-32,Neg
az,kz,-33,Neg
bs,ca,-33,Neg
ca,id,-33,Neg
in,my,-33,Neg
lt,fr,-33,Neg
mu,za,-33,Neg
tw,ca,-33,Neg
ua,dk,-33,Neg
us,ae,-33,Neg
vn,fi,-33,Neg
at,gb,-34,Neg
cn,nz,-34,Neg
cy,nl,-34,Neg
eg,nl,-34,Neg
fi,lu,-34,Neg
gr,sa,-34,Neg
my,de,-34,Neg
rs,hr,-34,Neg
al,ch,-35,Neg
ar,de,-35,Neg
bg,cz,-35,Neg
cn,de,-35,Neg
cr,ni,-35,Neg
cz,at,-35,Neg
cz,dk,-35,Neg
hk,ae,-35,Neg
jo,iq,-35,Neg
kr,jp,-35,Neg
ma,tr,-35,Neg
ng,jp,-35,Neg
no,pk,-35,Neg
qa,nz,-35,Neg
sk,tr,-35,Neg
ua,ie,-35,Neg
ug,rw,-35,Neg
do,fr,-36,Neg
eg,bh,-36,Neg
fr,hk,-36,Neg
hu,mt,-36,Neg
hu,nz,-36,Neg
in,kw,-36,Neg
jp,my,-36,Neg
mx,de,-36,Neg
ph,gb,-36,Neg
pt,lu,-36,Neg
sg,de,-36,Neg
uy,cl,-36,Neg
ar,co,-37,Neg
ba,gb,-37,Neg
br,gb,-37,Neg
gr,pl,-37,Neg
gt,pa,-37,Neg
pl,ie,-37,Neg
tz,ca,-37,Neg
ua,be,-37,Neg
ua,lv,-37,Neg
co,au,-38,Neg
do,us,-38,Neg
ee,gb,-38,Neg
es,ae,-38,Neg
fr,cn,-38,Neg
hr,it,-38,Neg
ir,nz,-38,Neg
jp,de,-38,Neg
lb,qa,-38,Neg
lt,ca,-38,Neg
sk,nl,-38,Neg
us,ke,-38,Neg
vn,sg,-38,Neg
za,zm,-38,Neg
at,ae,-39,Neg
az,ge,-39,Neg
az,it,-39,Neg
bd,cn,-39,Neg
ch,hk,-39,Neg
gt,ni,-39,Neg
hu,cz,-39,Neg
za,ke,-39,Neg
am,ir,-40,Neg
ir,at,-40,Neg
ke,zm,-40,Neg
mu,mg,-40,Neg
pl,lu,-40,Neg
sv,us,-40,Neg
tr,ca,-40,Neg
ve,br,-40,Neg
au,de,-41,Neg
cz,nz,-41,Neg
ie,ch,-41,Neg
iq,se,-41,Neg
nl,ae,-41,Neg
ve,pt,-41,Neg
ar,mx,-42,Neg
br,au,-42,Neg
by,ca,-42,Neg
co,cl,-42,Neg
za,sa,-42,Neg
bg,pl,-43,Neg
dz,qa,-43,Neg
fi,dk,-43,Neg
hr,es,-43,Neg
ie,sa,-43,Neg
il,nl,-43,Neg
ro,qa,-43,Neg
rs,cz,-43,Neg
tw,vn,-43,Neg
hu,au,-44,Neg
jp,th,-44,Neg
ke,ng,-44,Neg
ro,ch,-44,Neg
ua,hu,-44,Neg
bd,nz,-45,Neg
cm,be,-45,Neg
dz,ae,-45,Neg
lb,jo,-45,Neg
lb,om,-45,Neg
lb,es,-45,Neg
ma,de,-45,Neg
pk,cn,-45,Neg
rs,si,-45,Neg
si,fr,-45,Neg
ua,tr,-45,Neg
ug,ca,-45,Neg
us,sa,-45,Neg
ve,fr,-45,Neg
gb,zm,-46,Neg
gh,au,-46,Neg
hu,ca,-46,Neg
ke,cd,-46,Neg
kr,au,-46,Neg
no,se,-46,Neg
ve,ca,-46,Neg
ga,cm,-47,Neg
gb,hk,-47,Neg
my,ca,-47,Neg
my,ng,-47,Neg
za,cd,-47,Neg
at,be,-48,Neg
cm,cn,-48,Neg
es,ie,-48,Neg
gr,au,-48,Neg
gr,at,-48,Neg
hr,pl,-48,Neg
hu,ae,-48,Neg
lv,it,-48,Neg
th,se,-48,Neg
ua,kz,-48,Neg
ve,au,-48,Neg
be,ae,-49,Neg
cz,ie,-49,Neg
fr,sg,-49,Neg
ge,de,-49,Neg
hn,ca,-49,Neg
jo,bh,-49,Neg
kr,vn,-49,Neg
ng,au,-49,Neg
ni,ca,-49,Neg
ph,my,-49,Neg
rs,cn,-49,Neg
uz,kz,-49,Neg
ve,it,-49,Neg
al,be,-50,Neg
cz,au,-50,Neg
do,cl,-50,Neg
in,nz,-50,Neg
it,be,-50,Neg
ke,ca,-50,Neg
lt,lv,-50,Neg
lt,es,-50,Neg
my,nz,-50,Neg
